otu,Abiotrophia,Absicoccus,Acetanaerobacterium,Acetatifactor,Acetitomaculum,Acetivibrio,Acetobacteroides,Acholeplasmataceae,Acholeplasmatales,Acidaminococcaceae,Acidaminococcales,Acidaminococcus,Acidobacteriota,Acinetobacter,Actinobacteria,Actinobaculum,Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetota,Actinotignum,Acutalibacter,Adlercreutzia,Aerococcaceae,Aeromonadales,Aestuariispira,Agathobacter,Agathobaculum,Aggregatibacter,Akkermansia,Akkermansiaceae,Albibacterium,Alcaligenaceae,Alistipes,Alkalibacter,Allisonella,Alloprevotella,Alloscardovia,Alphaproteobacteria,Alterileibacterium,Amedibacillus,Amedibacterium,Aminipila,Aminivibrio,Anaerobacterium,Anaerobium,Anaerobutyricum,Anaerococcus,Anaerofilum,Anaerofustis,Anaeroglobus,Anaeromassilibacillus,Anaerophaga,Anaeroplasmataceae,Anaeroplasmatales,Anaerosolibacter,Anaerosoma,Anaerosomataceae,Anaerosomatales,Anaerosporobacter,Anaerostipes,Anaerotaenia,Anaerotalea,Anaerotignum,Anaerotruncus,Anaerovibrio,Anaerovorax,Anthropogastromicrobium,Arabiibacter,Asteroleplasma,Atopobiaceae,Atopobium,Bacillaceae,Bacillales_Incertae Sedis XI,Bacilli,Bacilliculturomica,Bacillota,Bacillota_incertae_sedis,Bacteroidaceae,Bacteroidales,Bacteroides,Bacteroidia,Bacteroidota,Baileyella,Barnesiella,Barnesiellaceae,Beduinibacterium,Berryella,Betaproteobacteria,Bifidobacteriaceae,Bifidobacteriales,Bifidobacterium,Bilophila,Blautia,Breznakia,Brochothrix,Brotolimicola,Brotonthovivens,Bryobacter,Bryobacteraceae,Bryobacterales,Bulleidia,Burkholderiales,Butyribacter,Butyricicoccus,Butyricimonas,Butyrivibrio,Caldinitratiruptor,Caldisalinibacter,Campylobacter,Campylobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,Capillibacterium,Caproicibacter,Caproicibacterium,Caproiciproducens,Carnobacteriaceae,Carnobacterium,Caryophanaceae,Caryophanales,Catenibacillus,Catenibacterium,Cellulosibacter,Cellulosilyticum,Cetobacterium,Chitinophagaceae,Chitinophagales,Chitinophagia,Chloroplast,Christensenella,Christensenellaceae,Cloacibacillus,Clostridia,Clostridiaceae 1,Clostridiaceae 2,Clostridiaceae 3,Clostridiaceae 4,Clostridium sensu stricto,Colidextribacter,Collinsella,Comamonadaceae,Companilactobacillus,Copranaerobaculum,Coprobacillaceae,Coprobacillus,Coprobacter,Coprococcus,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Corynebacteriaceae,Corynebacterium,Criibacterium,Cryptanaerobacter,Cryptobacterium,Cuneatibacter,Curtanaerobium,Cyanobacteriota,Cyanophyceae,Defluviitalea,Defluviitaleaceae,Dellaglioa,Deltaproteobacteria,Dendrosporobacter,Desertifilaceae,Desertifilales,Desulfitibacter,Desulfitobacteriaceae,Desulfocucumis,Desulfohalotomaculum,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfurispora,Dethiobacter,Dialister,Dielma,Diplocloster,Dorea,Drancourtella,Dubosiella,Duncaniella,Duodenibacillus,Dysgonomonadaceae,Dysgonomonas,Dysosmobacter,Eggerthella,Eggerthellaceae,Eggerthellales,Eisenbergiella,Ellagibacter,Enorma,Enterobacter,Enterobacterales,Enterobacteriaceae,Enterocloster,Enterococcaceae,Enterococcus,Ercella,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Escherichia/Shigella,Ethanoligenens,Eubacteriaceae,Eubacteriales,Eubacteriales_incertae_sedis,Eubacteriales_incertae_sedis_XII,Eubacteriales_incertae_sedis_XIII,Eubacterium,Euglenida,Euryarchaeota,Ezakiella,Facklamia,Faecalibacillus,Faecalibacterium,Faecalibaculum,Faecalicatena,Faecalicoccus,Faecalimonas,Faecalitalea,Falcatimonas,Fannyhessea,Fenollaria,Ferruginibacter,Filifactor,Finegoldia,Flavobacteriales,Flavobacteriia,Flavonifractor,Flintibacter,Fournierella,Frisingicoccus,Fructilactobacillus,Fumia,Fusicatenibacter,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Fusobacterium,Gallibacter,Gallintestinimicrobium,Gammaproteobacteria,Garciella,Gardnerella,Gehongia,Gemella,Gemmiger,Gemmobacter,Gleimia,Glutamicibacter,Gordonibacter,Gracilibacteraceae,Guggenheimella,Guopingia,Haemophilus,Hafnia,Hafniaceae,Hallella,Haloimpatiens,Harryflintia,Heliobacteriaceae,Heliobacterium,Hespellia,Holdemanella,Holdemania,Hominimerdicola,Hoministercoradaptatus,Howardella,Hoylesella,Huintestinicola,Hungatella,Hydrogeniiclostridium,Hydrogenoanaerobacterium,Hyphomicrobiaceae,Hyphomicrobiales,Hyphomicrobium,Ichthyobacteriaceae,Ichthyobacterium,Ihubacter,Intestinibacillus,Intestinibacter,Intestinimonas,Isachenkonia,Jutongia,Kiloniellaceae,Kineothrix,Kocuria,Koleobacter,Koleobacteraceae,Koleobacterales,Lachnoanaerobaculum,Lachnobacterium,Lachnospira,Lachnospiraceae,Lachnotalea,Lacrimispora,Lacticaseibacillus,Lactiplantibacillus,Lactivibrio,Lactobacillaceae,Lactobacillales,Lactobacillus,Lactococcus,Lactonifactor,Laedolimicola,Lancefieldella,Lawsonella,Lawsonellaceae,Lawsonibacter,Lentihominibacter,Lentisphaeria,Lentisphaerota,Leptotrichia,Leptotrichiaceae,Leuconostoc,Leuconostocaceae,Levilactobacillus,Leyella,Ligaoa,Ligilactobacillus,Liliopsida,Limosilactobacillus,Listeriaceae,Longibaculum,Longicatena,Luoshenia,Lutispora,Lysinibacillus,Mailhella,Mannheimia,Marinilabiliaceae,Mariniplasma,Marivibrio,Massiliimalia,Massilimicrobiota,Massiliprevotella,Mediterranea,Mediterraneibacter,Megamonas,Megasphaera,Merdimmobilis,Merdimonas,Mesosutterella,Metaprevotella,Methanobacteria,Methanobacteriaceae,Methanobacteriales,Methanobrevibacter,Methanomassiliicoccaceae,Methanomassiliicoccales,Methanomassiliicoccus,Methylobacteriaceae,Methylomusa,Methylorubrum,Microbacteriaceae,Micrococcaceae,Micrococcales,Miniphocaeibacter,Mogibacterium,Mollicutes,Monoglobus,Moraxellaceae,Mordavella,Morganella,Morganellaceae,Moryella,Murdochiella,Muribaculaceae,Muribaculum,Muricoprocola,Murimonas,Muriventricola,Mycobacteriales,Mycoplasmatota,Natranaerobiaceae,Natranaerobiales,Negativibacillus,Negativicoccus,Negativicutes,Neglecta,Neisseria,Neisseriaceae,Neisseriales,Niallia,Nocardiaceae,Novisyntrophococcus,Oceanobacillus,Oculatellaceae,Oculatellales,Odoribacter,Odoribacteraceae,Oenococcus,Oligella,Oligosphaera,Oligosphaeraceae,Oligosphaerales,Oligosphaeria,Olsenella,Oribacterium,Ornithinibacillus,Oscillibacter,Oscillospiraceae,Oxalobacter,Oxalobacteraceae,Paenibacillaceae,Paenibacillus,Paeniclostridium,Paludibacter,Paludibacteraceae,Paludihabitans,Papillibacter,Parabacteroides,Paraclostridium,Paracoccaceae,Paradesulfitobacterium,Paraeggerthella,Paramuribaculum,Paraprevotella,Pararoseburia,Parasporobacterium,Parasutterella,Paratractidigestivibacter,Parvimonas,Pasteurellaceae,Pasteurellales,Pectinatus,Pediococcus,Pelospora,Peptacetobacter,Peptidiphaga,Peptococcaceae,Peptococcus,Peptoniphilaceae,Peptoniphilus,Peptostreptococcaceae,Peptostreptococcus,Peribacillus,Petrocella,Petroclostridium,Phascolarctobacterium,Phocaeicola,Pigmentiphaga,Plantae,Poaceae,Poales,Porphyromonadaceae,Porphyromonas,Prevotella,Prevotellaceae,Prevotellamassilia,Priestia,Prolixibacteraceae,Propionispira,Proteinivoraceae,Proteinivorax,Proteus,Pseudobacteroides,Pseudobutyrivibrio,Pseudoclavibacter,Pseudoflavonifractor,Pseudoleptotrichia,Pseudomonadaceae,Pseudomonadales,Pseudomonadota,Pseudomonas,Pseudoprevotella,Pseudoramibacter,Psychrobacillus,Pusillibacter,Pyramidobacter,Raoultibacter,Rhizobiaceae,Rhodobacterales,Rhodococcus,Rhodospirillales,Rikenellaceae,Robinsoniella,Romboutsia,Roseateles,Roseburia,Roseimarinus,Roseofilum,Rothia,Rubneribacter,Ructibacterium,Ruminococcoides,Ruminococcus,Rummeliibacillus,Ruthenibacterium,Salinithrix,Salmonella,Scardovia,Schaalia,Segatella,Selenomonadaceae,Selenomonadales,Selenomonas,Sellimonas,Senegalimassilia,Shinella,Slackia,Sneathia,Solibaculum,Solobacterium,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Sphingobium,Sphingomonadaceae,Sphingomonadales,Sphingomonas,Sporobacter,Sporofaciens,Sporomusaceae,Sporosarcina,Staphylococcaceae,Staphylococcus,Stecheria,Stomatobaculum,Streptococcaceae,Streptococcus,Streptophyta,Succiniclasticum,Succinivibrio,Succinivibrionaceae,Suilimivivens,Suonthocola,Sutterella,Sutterellaceae,Symbiobacteriaceae,Synergistaceae,Synergistales,Synergistia,Synergistota,Syntrophococcus,Syntrophomonadaceae,Syntrophomonas,Tepidibaculum,Tepidimicrobium,Terriglobia,Terrisporobacter,Thermanaerosceptrum,Thermoactinomycetaceae,Thermoanaerobacterales,Thermoclostridium,Thermophilibacter,Thermoplasmata,Thermotalea,Thomasclavelia,Tildeniella,Tissierellaceae,Tissierellales,Tissierellia,Tractidigestivibacter,Turicibacter,Turicibacteraceae,Turicimonas,Vallitaleaceae,Varibaculum,Variovorax,Veillonella,Veillonellaceae,Veillonellales,Velocimicrobium,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,Vescimonas,Victivallaceae,Victivallales,Victivallis,Virgibacillus,Waltera,Weissella,Weizmannia,Williamwhitmaniaceae,Xiamenia,Youxingia,Zea,Zhaonella,Zhaonellaceae,Zhenhengia,Zongyangia
Otu1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
